url,title,body
https://api.github.com/repos/OfficeDev/office-js/issues/1119,getAttachmentContentAsync fails with CORS error in OWA with Chrome,"We are experiencing frequent but intermittent behavior with the getAttachmentContentAsync api.  It fails with CORS error(s) in OWA.

'https://outlook.office365.com/owa/<redactedUserId>/service.svc/s/GetAttachmentDownloadToken?redirect=/owa/<redactedUserId>/service.svc/s/GetFileAttachment<removed>k.&isDownload=true&animation=true&asDataUri=true' (redirected from 'https://attachments.office.net/owa/<redactedUserId>/service.svc/s/GetFileAttachment?<removed>&isDownload=true&animation=true&asDataUri=true') from origin 'https://outlook.office365.com' has been blocked by CORS policy: No 'Access-Control-Allow-Origin' header is present on the requested resource. If an opaque response serves your needs, set the request's mode to 'no-cors' to fetch the resource with CORS disabled

## Expected Behavior
getAttachmentContentAsync should not fail

## Current Behavior
getAttachmentContentAsync fails

## Steps to Reproduce, or Live Example
- Install this [addin](https://32b3g.csb.app/OutlookManifest.xml)
- Send an email with attachments
- Open the email with attachments in OWA from sent items
- Open the add-in
- Click the ""Get Attachments Only"" button

It's possible it will take multiple attempts to recreate but please persist and you should get the failure.  If you need any additional data about the request or response (i.e a cross origin header value)

## Context
We need the attachment content available on the client-side.

## Your Environment
<!--- Include as many relevant details about the environment you experienced the bug in -->
* Platform [PC desktop, Mac, iOS, Office Online]: Office Online
* Host [Excel, Word, PowerPoint, etc.]: OWA
* Office version number: o365
* Operating System: OSx / Ubuntu
* Browser (if using Office Online): Chrome
"
https://api.github.com/repos/OfficeDev/office-js/issues/1105,Problems with using the microsoft graph document preview functionality from outlook addin,"We are building an outlook addin that uses the MS graph API. We are trying to use the drive item preview endpoint (https://docs.microsoft.com/en-us/onedrive/developer/rest-api/api/driveitem_preview?view=odsp-graph-online) But it fails, specifically when used in the addin pane. We have already posted the issues on 
https://github.com/OneDrive/onedrive-api-docs/issues/1232 

But since it is not getting any attention, I will cross post it here, as I'm not sure which team should be responsible for a fix (both teams can fix it as far as I can tell). "
https://api.github.com/repos/OfficeDev/office-js/issues/1104,"Outlook Online, all browsers, setSelectedDataAsync produces incorrect formatting","In an Outlook add-in for compose mode, we use the Office JS API to fill in email fields. The setSelectedDataAsync method inserts HTML with incorrect markup.

## Expected Behavior
The setSelectedDataAsync method should work as expected.

## Current Behavior
The setSelectedDataAsync method ignores markup and produces ""stairs"".

## Steps to Reproduce, or Live Example
Create a new email in Outlook Online using, for example, the Chrome or Edge browser and execute the code below. NOTE, the newly created email shall be completely empty, if you use signature, please turn it off.

`const data = '<p>List 1:</p>' +`
`'<ul>' +`
`'  <li>A</li>' +`
`'</ul>' +`
`'<p>List 2:</p>' +`
`'<ol>' +`
`'  <li>B</li>' +`
`'</ol>' +`
`'<p>Indented 1:</p>' +`
`'<p style=""margin-left:30px;"">This text is intended</p>' +`
`'<p>Indented 2:</p>' +`
`'<p style=""margin-left:30px;"">This text is also intended</p>';`
`Office.context.mailbox.item.body.setSelectedDataAsync(data, { coercionType: Office.CoercionType.Html }, (asyncResult) => { });`

I have attached 2 screenshots with the results, the first one is from Chrome, the other from Edge.

## Context

## Your Environment
* Platform [PC desktop, Mac, iOS, Office Online]: Office Online
* Host [Excel, Word, PowerPoint, etc.]: Outlook
* Office version number: ______
* Operating System: Windows 10, Mac OS Catalina
* Browser (if using Office Online): Chrome Version 81.0.4044.92 (Official Build) (64-bit) and Microsoft Edge 44.18362.449.0 on Windows, Safari Version 13.0.5 (15608.5.11) on Mac

## Useful logs
- [ ] Screenshots
![ol-online-chrome](https://user-images.githubusercontent.com/28924916/79453054-cbb98380-7ff1-11ea-887b-67015a40450b.png)
![ol-online-edge](https://user-images.githubusercontent.com/28924916/79453081-d3792800-7ff1-11ea-842e-363f7c6e10da.png)


"
https://api.github.com/repos/OfficeDev/office-js/issues/1099,Cannot deploy OWA add-in in the admin portal as file or URL,"Hi there,
[This issue](https://github.com/OfficeDev/office-js/issues/853) is fixed but when I try to deploy the add-in (v1.8) from the admin portal as file or URL, I got this error:
```
No Supported Office Products. There are no platforms which fulfil the requirements specified in the manifest. The most common reasons for this failure are issues in the Requirements section. Please review the manifest and try again.
Correlation ID: cf770ed5-41a6-418a-8043-a92b22f69845
```
That error did not occur when deploying the same manifest with v1.7 or less


This issue is occurring only when deploying the add-in through the admin portal, not when adding a new add-in as a user.
Thanks"
https://api.github.com/repos/OfficeDev/office-js/issues/1096,addHandlerAsync ItemChanged not working correctly with conversation items and pinned Add-In in browsers,"<!--- Provide a general summary of the issue in the Title above -->
## Expected Behavior
<!--- Tell us what you expected to happen -->
ItemChanged event should always fire when user switches between conversation items with pinned Add-In.
## Current Behavior
<!--- Tell us what happens instead of the expected behavior -->
<!--- If suggesting a change/improvement, explain the difference from current behavior -->
ItemChanged event fires only once per each item in conversation. And then after switching it doesn't fire again.
For example - we have 4 items in conversation:
item1 - received
item2 - sent
item3 - received
item4 - sent

User goes to item1, opens Add-In, pins it and switches to the next item2. In this case everything works as expected and ItemChanged event fires.
But when he switches back to the item1, the ItemChanged event doesn't fire.
So, if User clicks on each of conversation items once, the ItemChanged event works well and fires. But then if he/she tries to click some of already clicked items, the ItemChanged event doesn't fire.
it looks like some kind of cache.

## Steps to Reproduce, or Live Example
<!--- Ideally, provide a link to a live example, created and shared using -->
<!--- [Script Lab](https://aka.ms/scriptlab). If relevant, create two buttons, -->
<!--- one that sets up data in the document, and another that exemplifies the issue. -->
* Link to live example: ______

1. Create new Add-in app: yo office. In my case it was:
     -  Choose a project type: Office Add-in Task Pane project
     -  Choose a script type: TypeScript
     -  What do you want to name your add-in? test-add-in
     - Which Office client application would you like to support? Outlook
2. Add version_overrides to support pin for add-in. Manifest is below:
```xml
<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes"" ?>
<OfficeApp xmlns=""http://schemas.microsoft.com/office/appforoffice/1.1"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xmlns:bt=""http://schemas.microsoft.com/office/officeappbasictypes/1.0"" xmlns:mailappor=""http://schemas.microsoft.com/office/mailappversionoverrides/1.0"" xsi:type=""MailApp"">
  <Id>611a1fac-62e2-473a-8c3b-3efdcc5f5f5a</Id>
  <Version>1.0.0.0</Version>
  <ProviderName>Contoso</ProviderName>
  <DefaultLocale>en-US</DefaultLocale>
  <DisplayName DefaultValue=""test-add-in"" />
  <Description DefaultValue=""A template to get started."" />
  <IconUrl DefaultValue=""https://localhost:3000/assets/icon-32.png"" />
  <HighResolutionIconUrl DefaultValue=""https://localhost:3000/assets/icon-80.png"" />
  <SupportUrl DefaultValue=""https://www.contoso.com/help"" />
  <AppDomains>
    <AppDomain>contoso.com</AppDomain>
  </AppDomains>
  <Hosts>
    <Host Name=""Mailbox"" />
  </Hosts>
  <Requirements>
    <Sets>
      <Set Name=""Mailbox"" MinVersion=""1.1"" />
    </Sets>
  </Requirements>
  <FormSettings>
    <Form xsi:type=""ItemRead"">
      <DesktopSettings>
        <SourceLocation DefaultValue=""https://localhost:3000/taskpane.html"" />
        <RequestedHeight>250</RequestedHeight>
      </DesktopSettings>
    </Form>
  </FormSettings>
  <Permissions>ReadWriteItem</Permissions>
  <Rule xsi:type=""RuleCollection"" Mode=""Or"">
    <Rule xsi:type=""ItemIs"" ItemType=""Message"" FormType=""Read"" />
  </Rule>
  <DisableEntityHighlighting>false</DisableEntityHighlighting>
  <VersionOverrides xmlns=""http://schemas.microsoft.com/office/mailappversionoverrides"" xsi:type=""VersionOverridesV1_0"">
    <Requirements>
      <bt:Sets DefaultMinVersion=""1.3"">
        <bt:Set Name=""Mailbox"" />
      </bt:Sets>
    </Requirements>
    <Hosts>
      <Host xsi:type=""MailHost"">
        <DesktopFormFactor>
          <FunctionFile resid=""Commands.Url"" />
          <ExtensionPoint xsi:type=""MessageReadCommandSurface"">
            <OfficeTab id=""TabDefault"">
              <Group id=""msgReadGroup"">
                <Label resid=""GroupLabel"" />
                <Control xsi:type=""Button"" id=""msgReadOpenPaneButton"">
                  <Label resid=""TaskpaneButton.Label"" />
                  <Supertip>
                    <Title resid=""TaskpaneButton.Label"" />
                    <Description resid=""TaskpaneButton.Tooltip"" />
                  </Supertip>
                  <Icon>
                    <bt:Image size=""16"" resid=""Icon.16x16"" />
                    <bt:Image size=""32"" resid=""Icon.32x32"" />
                    <bt:Image size=""80"" resid=""Icon.80x80"" />
                  </Icon>
                  <Action xsi:type=""ShowTaskpane"">
                    <SourceLocation resid=""Taskpane.Url"" />
                  </Action>
                </Control>
                <Control xsi:type=""Button"" id=""ActionButton"">
                  <Label resid=""ActionButton.Label"" />
                  <Supertip>
                    <Title resid=""ActionButton.Label"" />
                    <Description resid=""ActionButton.Tooltip"" />
                  </Supertip>
                  <Icon>
                    <bt:Image size=""16"" resid=""Icon.16x16"" />
                    <bt:Image size=""32"" resid=""Icon.32x32"" />
                    <bt:Image size=""80"" resid=""Icon.80x80"" />
                  </Icon>
                  <Action xsi:type=""ExecuteFunction"">
                    <FunctionName>action</FunctionName>
                  </Action>
                </Control>
              </Group>
            </OfficeTab>
          </ExtensionPoint>
        </DesktopFormFactor>
      </Host>
    </Hosts>
    <Resources>
      <bt:Images>
        <bt:Image id=""Icon.16x16"" DefaultValue=""https://localhost:3000/assets/icon-16.png"" />
        <bt:Image id=""Icon.32x32"" DefaultValue=""https://localhost:3000/assets/icon-32.png"" />
        <bt:Image id=""Icon.80x80"" DefaultValue=""https://localhost:3000/assets/icon-80.png"" />
      </bt:Images>
      <bt:Urls>
        <bt:Url id=""Commands.Url"" DefaultValue=""https://localhost:3000/commands.html"" />
        <bt:Url id=""Taskpane.Url"" DefaultValue=""https://localhost:3000/taskpane.html"" />
      </bt:Urls>
      <bt:ShortStrings>
        <bt:String id=""GroupLabel"" DefaultValue=""Contoso Add-in"" />
        <bt:String id=""TaskpaneButton.Label"" DefaultValue=""Show Taskpane"" />
        <bt:String id=""ActionButton.Label"" DefaultValue=""Perform an action"" />
      </bt:ShortStrings>
      <bt:LongStrings>
        <bt:String id=""TaskpaneButton.Tooltip"" DefaultValue=""Opens a pane displaying all available properties."" />
        <bt:String id=""ActionButton.Tooltip"" DefaultValue=""Perform an action when clicked."" />
      </bt:LongStrings>
    </Resources>
    <VersionOverrides xmlns=""http://schemas.microsoft.com/office/mailappversionoverrides/1.1"" xsi:type=""VersionOverridesV1_1"">
      <Requirements>
        <bt:Sets DefaultMinVersion=""1.3"">
          <bt:Set Name=""Mailbox"" />
        </bt:Sets>
      </Requirements>
      <Hosts>
        <Host xsi:type=""MailHost"">
          <DesktopFormFactor>
            <FunctionFile resid=""Commands.Url"" />
            <ExtensionPoint xsi:type=""MessageReadCommandSurface"">
              <OfficeTab id=""TabDefault"">
                <Group id=""msgReadGroup"">
                  <Label resid=""GroupLabel"" />
                  <Control xsi:type=""Button"" id=""msgReadOpenPaneButton"">
                    <Label resid=""TaskpaneButton.Label"" />
                    <Supertip>
                      <Title resid=""TaskpaneButton.Label"" />
                      <Description resid=""TaskpaneButton.Tooltip"" />
                    </Supertip>
                    <Icon>
                      <bt:Image size=""16"" resid=""Icon.16x16"" />
                      <bt:Image size=""32"" resid=""Icon.32x32"" />
                      <bt:Image size=""80"" resid=""Icon.80x80"" />
                    </Icon>
                    <Action xsi:type=""ShowTaskpane"">
                      <SourceLocation resid=""Taskpane.Url"" />
                      <SupportsPinning>true</SupportsPinning>
                    </Action>
                  </Control>
                  <Control xsi:type=""Button"" id=""ActionButton"">
                    <Label resid=""ActionButton.Label"" />
                    <Supertip>
                      <Title resid=""ActionButton.Label"" />
                      <Description resid=""ActionButton.Tooltip"" />
                    </Supertip>
                    <Icon>
                      <bt:Image size=""16"" resid=""Icon.16x16"" />
                      <bt:Image size=""32"" resid=""Icon.32x32"" />
                      <bt:Image size=""80"" resid=""Icon.80x80"" />
                    </Icon>
                    <Action xsi:type=""ExecuteFunction"">
                      <FunctionName>action</FunctionName>
                    </Action>
                  </Control>
                </Group>
              </OfficeTab>
            </ExtensionPoint>
          </DesktopFormFactor>
        </Host>
      </Hosts>
      <Resources>
        <bt:Images>
          <bt:Image id=""Icon.16x16"" DefaultValue=""https://localhost:3000/assets/icon-16.png"" />
          <bt:Image id=""Icon.32x32"" DefaultValue=""https://localhost:3000/assets/icon-32.png"" />
          <bt:Image id=""Icon.80x80"" DefaultValue=""https://localhost:3000/assets/icon-80.png"" />
        </bt:Images>
        <bt:Urls>
          <bt:Url id=""Commands.Url"" DefaultValue=""https://localhost:3000/commands.html"" />
          <bt:Url id=""Taskpane.Url"" DefaultValue=""https://localhost:3000/taskpane.html"" />
        </bt:Urls>
        <bt:ShortStrings>
          <bt:String id=""GroupLabel"" DefaultValue=""Contoso Add-in"" />
          <bt:String id=""TaskpaneButton.Label"" DefaultValue=""Show Taskpane"" />
          <bt:String id=""ActionButton.Label"" DefaultValue=""Perform an action"" />
        </bt:ShortStrings>
        <bt:LongStrings>
          <bt:String id=""TaskpaneButton.Tooltip"" DefaultValue=""Opens a pane displaying all available properties."" />
          <bt:String id=""ActionButton.Tooltip"" DefaultValue=""Perform an action when clicked."" />
        </bt:LongStrings>
      </Resources>
    </VersionOverrides>
  </VersionOverrides>
</OfficeApp>
```
3. Add handler for ItemChanged event in taskpane.ts. And just console.log appropriate result of ItemChanged event. The code of taskpane.ts is below:
```javascript
/*
    * Copyright (c) Microsoft Corporation. All rights reserved. Licensed under the MIT license.
    * See LICENSE in the project root for license information.
    */

   /* global document, Office */

   Office.onReady(info => {
     if (info.host === Office.HostType.Outlook) {
       document.getElementById(""sideload-msg"").style.display = ""none"";
       document.getElementById(""app-body"").style.display = ""flex"";
       document.getElementById(""run"").onclick = run;
     }
     Office.context.mailbox.addHandlerAsync(Office.EventType.ItemChanged, e => {
       console.log(""Item Changed"", e);
     });
   });

   export async function run() {
     /**
      * Insert your Outlook code here
      */
   }
```
4. Run app with ""npm run start:web"".
5. Open outlook.office.com and sideload the app.
6. Open some conversation tree with conversation items.
7. Open Add-in and pin it.
8. Go to the next item in conversation. As a result: event fires and it appears in browser console.
9. Switch between already clicked items. As a result: event doesn't fire.
<!--- If not possible, or if the snippet requires extra explanation, provide repro steps below: -->

## Context
This issue is critical for us, because we can't handle item change correctly for conversation.
<!--- How has this issue affected you? What are you trying to accomplish? -->
<!--- Providing context helps us come up with a solution that is most useful in the real world -->

## Your Environment
<!--- Include as many relevant details about the environment you experienced the bug in -->
* Platform: Mac, PC desktop
* Host: Outlook
* Office version number: Office 365 for web 
* Operating System: Mac OS, Windows 10
* Browser (if using Office Online): Chrome, Safari
"
https://api.github.com/repos/OfficeDev/office-js/issues/1095,Outlook: Deeplinks to mail items returned by Outlook API no longer load,"When attempting to navigate to a WebLink for a mail item returned by the Outlook API, the user receives a blank page with a spinner and 'loading' indefinitely.

## Expected Behavior
The OWA read item view is displayed with the mail item

## Current Behavior
The user is stuck on a blank loading screen indefinitely

## Steps to Reproduce, or Live Example
- Call https://outlook.office365.com/api/v2.0/me/messages/{itemID}, where {itemID} is the Id if a valid mail item.
- Copy the value of 'WebLink' from the response
- Navigate to the url in a browser

## Context
<!--- How has this issue affected you? What are you trying to accomplish? -->
<!--- Providing context helps us come up with a solution that is most useful in the real world -->

## Your Environment
<!--- Include as many relevant details about the environment you experienced the bug in -->
* Platform [PC desktop, Mac, iOS, Office Online]: Any
* Host [Excel, Word, PowerPoint, etc.]: Outlook
* Operating System: Any
* Browser (if using Office Online): Any
"
https://api.github.com/repos/OfficeDev/office-js/issues/1092,Handler not called: Office.context.mailbox.item.addHandlerAsync(Office.EventType.RecipientsChanged,"<!--- Provide a general summary of the issue in the Title above -->

## Expected Behavior
The handler which is passed to the `addHandlerAsync` function when the event type is `Office.EventType.RecipientsChanged` should be called.

## Current Behavior
The handler is not called when the recipients change

## Steps to Reproduce, or Live Example

With the following snippet:

```typescript
Office.onReady(() => {
    const email = Office.context.mailbox.item
    email.body.prependAsync(` ${Office.context.requirements.isSetSupported('Mailbox', '1.7')} `)

    email.body.prependAsync(` ${email.addHandlerAsync} `)
    email.addHandlerAsync(Office.EventType.RecipientsChanged, function () {
        email.body.prependAsync(` RecipientsChanged: ${arguments} `)
    })
})
```

When the add-in loads, the following is prepended to the email body:

>  function (){var c=OSF._OfficeAppFactory.getHostFacade()[OSF.DDA.DispIdHost.Methods.AddEventHandler];c(arguments,b,a,e)}  true 

but after recipients are changed in the ""To"", ""Cc"", and ""Bcc"" fields, the body is not modified.


## Context

In order for our add-in to function correctly, it needs to be notified when the recipients list changes.

The documentation says that [this feature requires API 1.7](https://docs.microsoft.com/en-us/office/dev/add-ins/reference/objectmodel/requirement-set-1.7/office.context.mailbox.item#events), and that [Outlook for Mac in Office 365 supports API 1.7](https://docs.microsoft.com/en-us/office/dev/add-ins/reference/requirement-sets/outlook-api-requirement-sets#outlook-client-support):
![image](https://user-images.githubusercontent.com/10189808/78834909-87543500-79ac-11ea-94b9-23a536b5b465.png)
![image](https://user-images.githubusercontent.com/10189808/78834043-2a0bb400-79ab-11ea-81c4-2d1c0833ef5c.png)

## Your Environment
<!--- Include as many relevant details about the environment you experienced the bug in -->
* Platform: Mac
* Host: Outlook
* Office version number: 16.35 (20030802)
* Operating System: macOS 10.15.4

![image](https://user-images.githubusercontent.com/10189808/78835297-29741d00-79ad-11ea-9b74-51fed6373f97.png)

"
https://api.github.com/repos/OfficeDev/office-js/issues/1090,Possible documentation error with VersionOverrides flagged as optional?,"We had an Add-in submission rejected for having no Extension points defined.  Extension points are a required element of VersionOverrides by those themselves are flagged as optional based on the content of this page.  
I tried to get clarification on the Stackoverflow forum but my query was closed for being off-topic - see https://stackoverflow.com/questions/61078237/outlook-office-add-in-rejected-please-define-extension-points-in-your-add-in-m


---
#### Document Details

⚠ *Do not edit this section. It is required for docs.microsoft.com ➟ GitHub issue linking.*

* ID: ec89556a-6d87-c17e-4f68-33e1b2abe7f6
* Version Independent ID: 846a32b7-5194-f71e-3efc-0dc2594d2700
* Content: [OfficeApp element in the manifest file - Office Add-ins](https://docs.microsoft.com/en-us/office/dev/add-ins/reference/manifest/officeapp#feedback)
* Content Source: [docs/reference/manifest/officeapp.md](https://github.com/OfficeDev/office-js-docs-pr/blob/master/docs/reference/manifest/officeapp.md)
* Product: **non-product-specific**
* Technology: **add-ins**
* GitHub Login: @o365devx
* Microsoft Alias: **o365devx**"
https://api.github.com/repos/OfficeDev/office-js/issues/1089,Outlook web contextual addin can't highlight results that has special chars,"I'm developing an outlook contextual addin that highlights phone numbers with a regular expression.
Office 365 web Outlook will not highlight any number that has regex special chars, just to give some example: `+`,`(`, `)`.

## Expected Behavior
I expect that results that match the provided regex are highlighted and can activate the addin.

## Current Behavior
Results seems to be found by Outlook, then during the highlight process it breaks, since it uses the results in a second RegEx, which fails.


## Steps to Reproduce, or Live Example
Manifest to match a number starting with `+`: (it can be reproduced by any other special char)
```
<ExtensionPoint xsi:type=""DetectedEntity"">
  <Label resid=""contextLabel"" />
  <SourceLocation resid=""testResId"" />
  <Rule xsi:type=""RuleCollection"" Mode=""And"">
    <Rule xsi:type=""RuleCollection"" Mode=""Or"">
      <Rule xsi:type=""ItemIs"" ItemType=""Message"" />
      <Rule xsi:type=""ItemIs"" ItemType=""Appointment"" />
    </Rule>
    <Rule xsi:type=""ItemHasRegularExpressionMatch"" RegExName=""Test"" RegExValue=""\+1"" PropertyName=""BodyAsPlaintext"" Highlight=""All""/>
  </Rule>
</ExtensionPoint>
``` 

Then open a mail that contains `+1` in the message.

## Context
I can't highlight phone numbers in outlook for web that has usual special chars `+`, `(`,`)`
When it start with a `+`, there is also a console error provided below, since it result in an invalid regex for the second round, but for other cases it just simply is not highlighted (for the same reason).

## Your Environment
<!--- Include as many relevant details about the environment you experienced the bug in -->
* Platform [PC desktop, Mac, iOS, Office Online]: ___Office online___
* Host [Excel, Word, PowerPoint, etc.]: ___Outlook___
* Office version number: __Current Office 365 web____
* Operating System: ___OSX Catalina___
* Browser (if using Office Online): ___Chrome___

## Useful logs
Console error:
```
constants.ts:1 Uncaught (in promise) SyntaxError: Invalid regular expression: /+1/: Nothing to repeat
    at new RegExp (<anonymous>)
    at constants.ts:1
    at Array.forEach (<anonymous>)
    at markElements.ts:54
    at AAQkADAzYTZlYTYyLWQyMGMtNDFhOS05MTAzLTQyYjJhNjBhMTYwZgAQAINoPf%2BPCdhNj6AVUpiXz4w%3D:347
    at Object.next (AAQkADAzYTZlYTYyLWQyMGMtNDFhOS05MTAzLTQyYjJhNjBhMTYwZgAQAINoPf%2BPCdhNj6AVUpiXz4w%3D:347)
    at a (AAQkADAzYTZlYTYyLWQyMGMtNDFhOS05MTAzLTQyYjJhNjBhMTYwZgAQAINoPf%2BPCdhNj6AVUpiXz4w%3D:347)
```

Based on the sourcemap, the issue is probably here, the keyword should be escaped for special chars before provided to regex, or be highlighted in any other way:
![image](https://user-images.githubusercontent.com/59829360/78777542-055b1080-799a-11ea-809d-10d774b34db4.png)
"
https://api.github.com/repos/OfficeDev/office-js/issues/1085,Office.context.mailbox.item.addFileAttachmentAsync fails to attach files by URI in Outlook 2013 (Outlook 2016/2019/O365 fine),"## Expected Behavior
After obtaining the download URL of a SharePoint file from the Graph API https://docs.microsoft.com/en-us/graph/api/resources/driveitem?view=graph-rest-1.0 (using the @microsoft.graph.downloadUrl property of the DriveItem), I expect to be able to use that URL to attach the file to a new email message being compose by using Office.context.mailbox.item.addFileAttachmentAsync in Outlook 2013 Windows Desktop.

Example format of the download URL returned by the call to Graph API:
![image](https://user-images.githubusercontent.com/16345690/78657630-676d3480-790c-11ea-8d3f-d053054aba52.png)

## Current Behavior
The above technique works for Outlook 2016/2019/O365/OWA but fails in Outlook 2013 without providing an error.

## Steps to Reproduce, or Live Example
Make a call to the Graph API to get the downloadUrl property of a DriveItem

Make a call from an Outlook 2013 add-in using Office.context.mailbox.item.addFileAttachmentAsync and the downloadUrl (it fails to attach the file)

Make the same call from an Outlook 2016/2019/O365/OWA host (it attaches the file as expected)

## Context
This is preventing us being able to attach files from SharePoint/OneDrive to email in Outlook 2013 Desktop. I am aware of the alternate method addFileAttachmentFromBase64 but this isn't available in Outlook 2013 as it was introduced in requirement set 1.8. Having the bug fixed for addFileAttachmentAsync would be my preference over making addFileAttachmentFromBase64 available for Outlook 2013. In all other hosts where we had both approaches available we chose addFileAttachmentAsync as it was much more suited to the requirement.

## Your Environment
* Platform [PC desktop, Mac, iOS, Office Online]: PC desktop
* Host [Excel, Word, PowerPoint, etc.]: Outlook 2013
* Office version number: 15.0.5172.1000
* Operating System: Problem occurs on both Windows 8.1 & Windows 10
* Browser (if using Office Online): N/A

## Useful logs

### Outlook Desktop O365 (where the addFileAttachmentAsync is working)
Here's what the traffic looks like in Fiddler when the Outlook add-in calls addFileAttachmentAsync  in Outlook Desktop O365 (that does not have the problem).

1. Add-in makes call to Graph API to get the download URL (this comes back successfully)
![image](https://user-images.githubusercontent.com/16345690/78657936-d3e83380-790c-11ea-9c3a-bc6851d1f703.png)

2. Add-in calls addFileAttachmentAsync passing the downloadFile URL > then Outlook makes the CORS OPTIONS request.
![image](https://user-images.githubusercontent.com/16345690/78658178-2de8f900-790d-11ea-8dda-d759efa32e72.png)

3. Outlook then makes the call to GET the file and the attachment appears on the email as expected
![image](https://user-images.githubusercontent.com/16345690/78658217-3c371500-790d-11ea-9a5f-004908f4c3f8.png)

### Outlook Desktop 2013 (where the addFileAttachmentAsync is failing)
1. Add-in makes call to Graph API to get the download URL (this comes back successfully)
![image](https://user-images.githubusercontent.com/16345690/78658285-55d85c80-790d-11ea-8ef1-82d07721c240.png)

2. Add-in calls addFileAttachmentAsync passing the downloadFile URL > then Outlook makes the CORS OPTIONS request. This request fails with status code 401 (where the successful scenario above responded with a 405) and no further attempt is made by Outlook 2013 to request the file and the attachment process fails.
![image](https://user-images.githubusercontent.com/16345690/78658346-68eb2c80-790d-11ea-8108-c3ec9bff8fd6.png)

### Troubleshooting the cause
The issue seems to be in the CORS request generated by Outlook 2013 that results in the 401 response. I can use Fiddler to intercept the 401 response and modify it to have a status of 405 (same as what happens in Outlook Desktop 365).
![image](https://user-images.githubusercontent.com/16345690/78658603-b23b7c00-790d-11ea-8ed6-bfaeb9a40273.png)

When I do this and pass the response back to Outlook 2013 it continues to make the call to download the file and attaches the file as expected.
![image](https://user-images.githubusercontent.com/16345690/78658634-bff10180-790d-11ea-8e14-d01f3e1399a5.png)

![image](https://user-images.githubusercontent.com/16345690/78658646-c54e4c00-790d-11ea-84c7-d610bc5a9065.png)



"
https://api.github.com/repos/OfficeDev/office-js/issues/1201,Outlook Consume Graph API Login Frequency,"**Question**

I am investigating how to convert an existing outlook add-in to authenticate to one of our APIs via AAD. The way the add-in works, it would severely limit the user experience if they were constantly  prompted with a dialog. If I were to base my solution off this sample project, how often could we expect the user to have to interact with a dialog or login?"
https://api.github.com/repos/OfficeDev/office-js/issues/1082,[Outlook] Office.context.mailbox.item.body.prependAsync() prepends multiline text in reverse order (OWA),"When I call `prependAsync()` API with the following ways, the inserted text appears in reverse order in the message body.  

```
Office.context.mailbox.item.body.prependAsync(
  ""line 1<br/>line 2<br/>line 3"", 
  {coercionType: Office.CoercionType.Html});
```

```
Office.context.mailbox.item.body.prependAsync(
  ""<HTML><BODY>line 1<br/>line 2<br/>line 3<br/></BODY></HTML>"", 
  {coercionType: Office.CoercionType.Html});
```

## Expected Behavior
The text should be inserted as 

line 1
line 2
line 3

## Current Behavior
The text is inserted as

line 3
line 2
line 1

in the message body.  I see this behavior only on OWA. 

## Steps to Reproduce, or Live Example
* Link to live example:  https://prlbg.csb.app/manifest.xml

Install debug add-in from above manifest then click the ""Run"" button to evaluate the script.
Or just run above `prependAsync()` code in dev console of any Office.js plugin context.

## Context
We provide the functionality to insert snippet HTML from the plugin using prependAsync() API. This feature works most of the times but we see this issue with certain HTML like above.

## Your Environment
* Platform [PC desktop, Mac, iOS, Office Online]:  Office Online
* Host [Excel, Word, PowerPoint, etc.]: Outlook
* Office version number:  
* Operating System: Mac OS v10.15 / Windows 10
* Browser (if using Office Online): Chrome v80, IE11 11.1098.17763.0, Edge 44.17763.831.0, Firefox 74.

## Useful logs

![image](https://user-images.githubusercontent.com/90184/78194961-5d8e9180-7433-11ea-9714-19cc7f82256b.png)l‘«
"
https://api.github.com/repos/OfficeDev/office-js/issues/1081,getUserIdentityTokenAsync function return a null token to Exchange 2013,"I have a problem for one of my production customers with my Outlook addin.

The Office API call to getUserIdentityTokenAsync() returns a ""succeeded"" status but a null token (empty).

## Expected Behavior
For example :
`{value: ""eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiIsIng1dCI6Ik1..............."",
status: ""succeeded""}`

## Current Behavior
`{ value: """", status: ""succeeded"" }` on OWA and on-premise client

## Steps to Reproduce, or Live Example
It's difficult to give steps to reproduce because we only encountered  this problem on customer environment. I can only give customer environment details for help you.

## Context
This problem affect this customer which can't use our Outlook addin. We use this function to authenticate a user with an identity token for Exchange. Without this Exchange user identity token, we can't uniquely identify an add-in user.

## Customer environment
* Platform : Office Online, PC Desktop
* Host : Outlook
* Operating System: Windows 10
* Browser : Chrome, Firefox last version 
* Outlook client version : Outlook 2016 MSO (16.0.4266.1001) 32 bits
* Exchange server version : 15.0.1473.3 (Exchange 2013 - CU22)
* Permissions in the manifest : ReadWriteItem
"
